,text,positive,negative,neutral,result
1460,"bring it on! zeroisnowboarding, sweepstakes, jetblue pepsi ",,,,
1461,pepsi jetblue zeroisnowboarding sweepstakes yes!,,,,
1462,"alanadler cntrlscrut1nizr life_utah insidernikola statsdman ron95803396 jabe8 marmaledetto supershrimpcap 999bpm lgm__2019 johnsnownw alexjohnston86 onlyaktien zorkmid123 medinapanea srmabekianj zack19192 andrewawski yatinkheti greenarrowinvst lizmilton11 onlyatkein joeysylvio capitalisttalk jones43346665 goncalves_marco msl0727 aaaldoaguilera jasonroycht nikolamotor iveco innercitypress univarsolutions pepsi there are no bombs being thrown on this thread, just a steady consistent and credible outline of why $nkla is and always has been a slow burning fraudulent joke. may have paid dividends to research the whole company before lending your name to its credibility.",,,,
1465,"ronfilipkowski what he may have missed ... that coke cooler has an asset tag that clearly states ""property of coca cola"".

likewise the rockstar cooler ... pepsi",,,,
1466,jetblue pepsi could really use a vaca  zeroisnowboarding sweepstakes,,,,
1467,rt masonmounteng: 📸 just totally in love with this smile  💯 💖 pepsi model 🫶 ,,,,
1469,"rt masonmounteng: 🌕 wishing you, with this radiant smile, a great night 🌠💛 pepsi ",,,,
1470,"cntrlscrut1nizr life_utah insidernikola curiosity900 statsdman ron95803396 jabe8 marmaledetto supershrimpcap 999bpm lgm__2019 johnsnownw alexjohnston86 onlyaktien zorkmid123 medinapanea srmabekianj zack19192 andrewawski yatinkheti greenarrowinvst lizmilton11 onlyatkein joeysylvio capitalisttalk jones43346665 goncalves_marco msl0727 aaaldoaguilera jasonroycht nikolamotor iveco innercitypress univarsolutions pepsi unlike twitter, my job is to report the news -- believable or not -- not just throw bombs.",,,,
1473,take me away pepsi jetblue  zeroisnowboarding sweepstakes ,,,,
1474,pepsi  steps in to revitalize coral springs with new distribution center |  southfloridadigest,,,,
1475,jetblue pepsi zeroisnowboarding sweepstakes  🎶 bags are packed i’m ready to go 🎶 ,,,,
1478,"jetblue pepsi jetblue pepsi where are we going to go ashley_carb zeroisnowboarding, sweepstakes",,,,
1479,pepsi jetblue time to flyyyy ,,,,
1481,"redesign the pepsi logo by shivangi singh  

dribbble redesign pepsi weeklychallenge designer logos designchallenge figma",,,,
1482,"jetblue pepsi would love to win! zeroisnowboarding, sweepstakes, jetblue and pepsi ",,,,
1484,"cocacola und ich rede von der ganz normalen cola, keine andere version. inzwischen mag ich pepsi viel mehr.",,,,
1485,"fingers crossed for a pepsi
jetblue vacation!!!!

zeroisnowboarding sweepstakes",,,,
1487,jetblue pepsi thanks,,,,
1488,"zeroisnowboarding, sweepstakes, jetblue pepsi i want some soda on my flight!!",,,,
1489,pepsi jetblue zeroisnowboarding sweepstakes  pepsi and jetblue,,,,
1491,jetblue pepsi zeroisnowboarding sweepstakes pepsi  jetblue  ✅ thanks,,,,
1492,zeroisnowboarding sweepstakes pepsi  jetblue can we build a report? friends i win ! ,,,,
1493,i’m ready to escape winter (keeps hanging on)! zeroisnowboarding sweepstakes pepsi jetblue ,,,,
1495,jetblue pepsi zeroisnowboarding  sweepstakes thank you for such an awesome giveaway pepsi jetblue,,,,
1496,"pepsi jetblue zeroisnowboarding 
sweepstakes 
pepsi 
jetbluezeroisnowboarding 
sweepstakes 
pepsi 
jetblue",,,,
1497,"hey pepsi it's april 08, 2023 at 02:31pm and i still don't have a pepsi holiday spice in my hands.",,,,
1499,"chase jpmorgan pepsi committed crimes against a female and her small business including business fraud, financial crimes, closed credit cards and aggravated identity theft.

chase and the police were useless!

fbi: seems jpm chases women a bit too much ",,,,
1500,happy caturday bigglesworth is trying to get a side hustle in advertising! pepsi canadadry ,,,,
1501,pepsi jetblue pepsi jetblue onugrad1 urbassdr zeroisnowboarding sweepstakes,,,,
1503,"hoping to win the jetblue/pepsi travel contest ✈️🥤

zeroisnowboarding sweepstakes jetblue pepsi ",,,,
1504,"i need a vacation! i’d love to kick it off with zeroisnowboarding so i’m entering the sweepstakes, thanks jetblue and pepsi ",,,,
1505,i fly once a month and jetblue and pepsi are always part of my travels. check out their sweepstakes now and watch the zeroisnowboarding video. safetravels,,,,
1506,"zeroisnowboarding, sweepstakes, jetblue and pepsi would love to take my family on vacation thanks to jetblue and pepsi ",,,,
1508,jetblue pepsi pepsi and jetblue are my best friends zerolsnowboarding  sweepstakes ✈️,,,,
1509,"earlier this week on the wptf morning show... we tried peeps-flavored pepsi.

it was...interesting.

check out the video: 
",,,,
1510,"jetblue pepsi zeroisnowboarding sweepstakes and tag 
pepsi
 and 
jetblue
 for your chance to win 1 in 100 free prizes, including zero-fee flights",,,,
1511,pepsi jetblue zeroisnowboarding sweepstakes pepsi jetblue ✈️,,,,
1512,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue swtthing3 ✈️🥳 disney world has been calling our names for years! would love to finally take my son!,,,,
1513,jetblue pepsi zeroisnowboarding sweepstakes jetblue pepsi i'm a toes in the sand kind of girl.....and i could really use some sand in my life!  vacation vibes!!! ,,,,
1514,"hey pepsi it's april 08, 2023 at 02:01pm and i still don't have a pepsi holiday spice in my hands.",,,,
1516,"jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue 
would love this so i can visit my daughter at college in tampa!",,,,
1519,"hey pepsi it's april 08, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",,,,
1520,"april 08, 2023 at 01:59pmhey pepsi it's april 08, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",,,,
1522,"pepsi jetblue zeroisnowboarding sweepstakes
pepsi jetblue",,,,
1523,"would love to win these tickets. need a tropical vacation. tag zeroisnowboarding, sweepstakes, jetblue and pepsi",,,,
1525,"zeroisnowboarding sweepstakes and tag
pepsi
and
jetblue",,,,
1526,"jetblue pepsi sweepstakes zeroisnowboarding 

your girl wants to travel! ✈️ 🥤 🧳",,,,
1527,lindsaylohan pepsi i like you ugly betty. on show,,,,
1528,"pepsi jetblue zeroisnowboarding
sweepstakes
pepsi jetblue",,,,
1529,"zeroisnowboarding, sweepstakes, jetblue and pepsi  i would love to go on a 0 degree latitude vacation to quito ecuador, italy, ireland, glacier national park, or hawaii! jetbluerocks teachers thisteacherneedsavacation",,,,
1533,pepsi is my favorite! thank you jetblue for making it possible to enjoy on my next ✈️ ,,,,
1534,"faith_lewis06 pepsi why have you started putting sweetners in your pepsi? it was perfect without them, and now those who can't have them have no choice but to drink coke in the uk.",,,,
1536,"let me gon head and try to win my free trip to barcelona! 

i need more stamps! australia didn't give me one! 
 zeroisnowboarding sweepstakes jetblue pepsi  ",,,,
1541,rt masonmounteng: 📆 let's share his beautiful smile tonight ✨ fridayvibes pepsi ,,,,
1543,"pepsico, top employers enstitü tarafından 3. kez ‘global en i̇yi i̇şveren’ seçilirken, aynı zamanda türkiye’nin de içinde olduğu 30 ülkede en iyi işveren statüsüne sahip oldu.haberin devamını okumak için ;

pepsi gıda işveren girişimcilik pepsicoturkiye ",,,,
1550,"varun beverages ltd for long term :-

vbl pepsi longterm investing investment swing swingtrading trader trading invest investors investments tradingpsychology tradingtips finance stockmarket stockmarketindia stockstobuy stocks sharemarket ",,,,
1556,pepsi jetblue zeroisnowboarding pepsi jetblue,,,,
1560,"आज बाबा गोरखनाथ की नगरी गोरखपुर के औद्योगिक क्षेत्र में उत्तर प्रदेश के यशस्वी मुख्यमंत्री श्री योगी आदित्यनाथ जी की अध्यक्षता में पेप्सी बॉटलिंग प्लान्ट वरूण बेवरेजेज के भूमि पूजन और शिलान्यास समारोह में सम्मिलित हुआ।
pepsi 
varunbeverages
ravikishann ",,,,
1563,"wow 
شركة بيبسي بحلة جديدة و لكن كلمة pepsi ستكون على الطريقة القديمة 😍❤ ستتوفر حول العالم في عام 2024 ",,,,
1564,"rt hello_asian: โชกุน - proxie ในงาน pepsi recycle pet bottle campaign ภายใต้แคมเปญ ""สำนึกซ่ากล้าเปลี่ยนเพื่อโลก""

pepsithai pepsi    
…",,,,
1565,"day 17 of asking pepsico to bring sobe back to florida
                       
                    bringsobeback

                             pepsi ",,,,
1566,rt sosyalingtr: sprite ve pepsi'nin ardından fanta da marka kimliğini güncelledi. i̇çecek sektöründeki son marka güncellemeleri arasında…,,,,
1568,📸 a new ambassasor for pepsi - behind the scene 🎬 ✨ ,,,,
1569,pepsi_jpn i love it best pepsi .,,,,
1570,"czy ze mną jest coś nie tak czy pepsi smakuje jak cola z tesco swego czasu za 2zł?
pepsi poland",,,,
1571,"2 weeks without a pepsi pepsimaxuk it’s the end of an
era as you have changed my favourite drink rippepsi such a shame you make it the worst drink ever back to cocacola_gb thanks coke  for tasting great",,,,
1572,it is a nice night to drink a .pepsi,,,,
1573,"pepsi's new logo takes inspiration from its '90s design  via mailonline

pepsi

.cindycrawford
datascience artificialintelligence machinelearning deeplearning robotics automation bigdata techtwitter sciencetwitter academicchatter phdone",,,,
1575,pepsi jetblue zeroisnowboarding sweepstakes pepsi_sa jetblue,,,,
1576,"khatoblepas pepsi like just regular pepsi?

now ive gotta try it",,,,
1577,"les paddocks montent en température 
ce matin qualifications et ce soir première des 4 courses du week-end 
mitjetinternational burkina course onestla podium nogaro pepsi yokohama lptent sergeblanco sportimmo motul sewan sunracingcastellet pozracing ",,,,
1578,"so pepsi changed their recipe to cut half the sugar with sweetener and now it tastes like utter garbage.

fucking awful. not even sweet. just, sickening.",,,,
1579,hessian_mohd cernovich pepsi and coke don't showcase an obese person either.,,,,
1580,"pepsi jetblue zeroisnowboarding 
sweepstakes 
pepsi 
jetblue",,,,
1582,"pepsi jetblue zeroisnowboarding
sweepstakes
pepsi  jetblue  ✈️",,,,
1586,"some things need to be more like sprite, like coochie. other things need to be more like pepsi, like sprite. only grocery workers will understand what i’m saying grocery grocerystore groceryworker sprite pepsi",,,,
1587,"jetblue pepsi zero-fee flights on jetblue planes ✈️ and ice-cold pepsi are the choice of a new generation...

jetblue pepsi sweepstakes zeroisnowboarding ",,,,
1588,"all i want is pepsi...but i'd never be a chicken 🐔 and back down from any jetblue free flights to somewhere beyond hillvalley! ✈️

jetblue pepsi sweepstakes zeroisnowboarding  ",,,,
1589,jetblue pepsi here's to hoping i can have my daughter's meet my grandmother in georgia! zeroisnowboarding sweepstakes ,,,,
1590,10621sweetdaisy jetblue pepsi 🤣🤣🤣🤣 look at you paying attention to detail! so proud of you! please let me know where i can go on vacation for $22! i've paid 11 bucks twice..not that i owe you or anyone else an explanation of why i have this stupid blue checkmark but here's your answer 🫡🤣,,,,
1591,pepsi jetblue f_shogs mrenzorannie,,,,
1592,"pepsi jetblue zeroisnowboarding sweepstakes
pepsi jetblue ",,,,
1593,"heaven in my fridge.
hits different everytime..
summer pepsi flavours ",,,,
1594,jetblue pepsi yes plz,,,,
1598,jetblue pepsi zeroisnowboarding sweepstakes tag pepsi andjetblue,,,,
1599,jetblue pepsi zeroisnowboardingsweepstakes pepsijetblue,,,,
1600,"its smooth, real cola taste coupled with jetblue's inflight experience proves that zero never tasted so good. cant wait.. 😍
zeroisnowboarding sweepstakes jetblue pepsi",,,,
1601,"jetblue and pepsi team up for the sweepstakes of a lifetime
must tag zeroisnowboarding, sweepstakes, jetblue, and pepsi to enter",,,,
1602,"pepsi jetblue zeroisnowboarding
jetblue
pepsi
sweepstakes",,,,
1603,blondetoyou pepsi u don’t have the relationship with pepsi that i do,,,,
1604,pepsi pepsi sucks!,,,,
1606,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue 🤗🥳😍 let’s go vacay!,,,,
1611,"pepsi pepsicola coca-cola drpepper mrpibb pibbxtra 7up rootbeer dadsrootbeer royalcrown royalcrowncola soda sodapop pop sprite spritecola 

found in soda can today. ",,,,
1612,jetblue pepsi thanks for the chance! wanderlustme18 zeroisnowboarding sweepstakes,,,,
1613,"get all live updates from here for ea charity run foresternation mogas pepsi _filmreport 
",,,,
1614,a_sheranko97 pepsi black cherry vanilla that sounds good,,,,
1616,"btc panic stage is about to begin!

dxy btc  xauusd silver xagusd gbpusd eurusd usdcad usdjpy uranium pepsi  mcdonalds coke nike gold xagusd usdjpy bitcoin crypto bnb trx xrp sol enj near ftm doge ",,,,
1617,"pepsibr badvibesmemes brusnos não quero ser grossa, mas acho importante registrar como mercado. eu não gosto d pepsi, tipo eu desgosto muito. sou capaz de nunca mais voltar em um restaurante se só tiver pepsi",,,,
1618,jetblue pepsi zeroisnowboarding sweepstakes gary.sparks.901284,,,,
1619,jetblue pepsi yes!  zeroisnowboarding sweepstakes  pepsi and jetblue,,,,
1620,"jetblue pepsi cindy abernethycindy abernethy 
replying to
jetblue
and
pepsi
sweepstakes📷zeroisnowboardingjetbluepepsi",,,,
1621,"zeroisnowboarding sweepstakes  pepsi jetblue 

awesome ",,,,
1622,"drprofitcrypto no sir!
capitulation is about to begin and that is after the panic. i added the dxy chart as a harbinger. thank me later. 

dxy btc  xauusd silver xagusd gbpusd eurusd usdcad usdjpy uranium pepsi  mcdonalds coke nike gold xagusd usdjpy",,,,
1623,"replying to
jetblue
and
pepsi
sweepstakes📷zeroisnowboardingjetbluepepsi",,,,
1624,"mrkennedyta 
btcusd rising wedgeanalysis on tradingview:  

dxy btc     xauusd silver xagusd gbpusd eurusd usdcad usdjpy uranium pepsi     mcdonalds coke nike gold xagusd usdjpy",,,,
1625,"in celebration of jetblue becoming the first airline to serve pepsi zero sugar on board, the companies are giving away 100 prizes.  
zeroisnowboarding, sweepstakes, jetblue, and pepsi",,,,
1626,trip of a lifetime.. yo.. i’m in zeroisnowboarding sweepstakes pepsi jetblue,,,,
1627,bien 👍🏻 pepsi en humanos solo sexo hombre o mujer. los géneros para la musica. ,,,,
1628,brandi0728 jetblue pepsi you paid for a blue check mark though👀,,,,
1629,jetblue pepsi zeroisnowboarding sweepstakes pepsi  jetblue,,,,
1631,"
kooora fifa23 psg realmadrid milanempoli  ronaldo messi𓃵 ramosaboca gerardpique shakiraonfallon pepguardiola pepsi rcawac",,,,
